,index,id,offset,xmin,ymin,xmax,ymax,label,car_direction,car_curv,lane_Two_firstPoint,lane_Two_midPoint,lane_Two_lastPoint,lane_Three_firstPoint,lane_Three_midPoint,lane_Three_lastPoint
34,44,23,0.05641561210280754,556,7,687,1277,car,F,858.3343820399425,"589, 402","403, 561","208, 720","666, 408","846, 484","993, 555"
35,45,23,0.05641561210280754,368,607,410,658,car,F,858.3343820399425,"589, 402","403, 561","208, 720","666, 408","846, 484","993, 555"
36,46,24,0.06723678396511462,556,12,687,1277,car,F,1024.1184726997758,"590, 402","403, 561","208, 720","666, 408","846, 484","992, 555"
37,47,24,0.06723678396511462,368,606,410,657,car,F,1024.1184726997758,"590, 402","403, 561","208, 720","666, 408","846, 484","992, 555"
38,48,25,0.05964719036551428,556,7,686,1276,car,F,1034.7052953873588,"589, 402","403, 561","208, 720","666, 408","846, 484","988, 555"
39,49,25,0.05964719036551428,369,606,411,657,car,F,1034.7052953873588,"589, 402","403, 561","208, 720","666, 408","846, 484","988, 555"
40,50,26,0.06895257947757591,556,13,686,1276,car,F,1199.1583943205285,"586, 408","400, 567","208, 720","666, 408","846, 484","989, 555"
41,51,26,0.06895257947757591,369,606,411,656,car,F,1199.1583943205285,"586, 408","400, 567","208, 720","666, 408","846, 484","989, 555"
42,52,27,0.07433700720098468,369,606,411,657,car,F,904.7999321306197,"589, 402","408, 561","209, 720","665, 408","846, 484","993, 555"
43,53,27,0.07433700720098468,555,13,684,1277,car,F,904.7999321306197,"589, 402","408, 561","209, 720","665, 408","846, 484","993, 555"
44,54,28,0.09401593837098234,369,608,410,658,car,F,768.4976256831551,"590, 402","413, 561","209, 720","666, 408","839, 478","987, 549"
45,55,28,0.09401593837098234,555,7,684,1277,car,F,768.4976256831551,"590, 402","413, 561","209, 720","666, 408","839, 478","987, 549"
46,56,29,0.11651794752779027,554,5,683,1277,car,F,768.7383277069058,"594, 402","413, 561","209, 720","666, 408","844, 478","992, 543"
47,57,29,0.11651794752779027,369,610,411,660,car,F,768.7383277069058,"594, 402","413, 561","209, 720","666, 408","844, 478","992, 543"
48,58,30,0.1500489934888047,555,6,685,1277,car,F,1416.1772411573356,"599, 402","414, 561","215, 720","683, 408","845, 478","993, 543"
49,59,30,0.1500489934888047,368,613,410,663,car,F,1416.1772411573356,"599, 402","414, 561","215, 720","683, 408","845, 478","993, 543"
50,62,32,0.14857714401484975,555,4,685,1278,car,F,1638.5937501617204,"601, 402","415, 561","227, 720","678, 402","833, 472","992, 543"
51,63,32,0.14857714401484975,368,617,409,668,car,F,1638.5937501617204,"601, 402","415, 561","227, 720","678, 402","833, 472","992, 543"
52,64,33,0.14590610602383922,554,2,683,1277,car,F,1832.03169208698,"601, 402","415, 561","215, 720","677, 402","833, 472","992, 543"
53,65,33,0.14590610602383922,369,618,410,669,car,F,1832.03169208698,"601, 402","415, 561","215, 720","677, 402","833, 472","992, 543"
54,66,34,0.13560228992998563,369,617,410,668,car,F,1397.0325562330781,"601, 402","414, 561","215, 720","677, 402","845, 478","987, 549"
55,67,34,0.13560228992998563,554,5,682,1277,car,F,1397.0325562330781,"601, 402","414, 561","215, 720","677, 402","845, 478","987, 549"
56,68,35,0.1425454197949714,555,5,685,1277,car,F,1358.0936963938993,"601, 402","414, 561","227, 720","677, 402","844, 478","993, 555"
57,69,35,0.1425454197949714,369,617,410,667,car,F,1358.0936963938993,"601, 402","414, 561","227, 720","677, 402","844, 478","993, 555"
58,70,36,0.118149295038472,556,6,685,1277,car,F,1645.436518106047,"601, 402","413, 561","210, 720","672, 402","840, 478","993, 555"
59,71,36,0.118149295038472,370,616,411,667,car,F,1645.436518106047,"601, 402","413, 561","210, 720","672, 402","840, 478","993, 555"
60,72,37,0.08788618123564916,556,21,688,1279,car,F,3703.95042990602,"601, 402","413, 561","209, 720","672, 402","840, 478","993, 555"
61,73,37,0.08788618123564916,370,616,411,666,car,F,3703.95042990602,"601, 402","413, 561","209, 720","672, 402","840, 478","993, 555"
62,74,38,0.07869081839286914,557,5,688,1276,car,F,8468.531155574134,"600, 402","413, 561","210, 720","672, 402","839, 478","993, 555"
63,75,38,0.07869081839286914,370,615,411,666,car,F,8468.531155574134,"600, 402","413, 561","210, 720","672, 402","839, 478","993, 555"
64,76,39,0.07002139601463932,556,4,687,1276,car,F,1309.9844540422764,"600, 402","413, 561","209, 720","665, 402","839, 478","993, 555"
65,77,39,0.07002139601463932,370,614,411,665,car,F,1309.9844540422764,"600, 402","413, 561","209, 720","665, 402","839, 478","993, 555"
66,78,40,0.07085670617111668,556,17,686,1278,car,F,2347.228918491537,"600, 402","413, 561","209, 720","665, 402","820, 478","993, 555"
