,index,id,offset,xmin,ymin,xmax,ymax,label,car_direction,car_curv,lane_Two_firstPoint,lane_Two_midPoint,lane_Two_lastPoint,lane_Three_firstPoint,lane_Three_midPoint,lane_Three_lastPoint
195,212,110,0.1768134609235027,198,104,224,123,traffic light,F,4941.741227605419,"612, 372","435, 549","260, 720","671, 378","787, 490","981, 596"
196,213,110,0.1768134609235027,282,613,295,620,traffic light,F,4941.741227605419,"612, 372","435, 549","260, 720","671, 378","787, 490","981, 596"
197,214,110,0.1768134609235027,337,630,388,701,car,F,4941.741227605419,"612, 372","435, 549","260, 720","671, 378","787, 490","981, 596"
198,215,110,0.1768134609235027,279,563,292,571,traffic light,F,4941.741227605419,"612, 372","435, 549","260, 720","671, 378","787, 490","981, 596"
199,216,110,0.1768134609235027,291,774,307,786,traffic light,F,4941.741227605419,"612, 372","435, 549","260, 720","671, 378","787, 490","981, 596"
200,217,111,0.11471935162413478,337,629,390,702,car,F,4000.4665248156707,"609, 372","434, 549","260, 720","671, 378","800, 502","903, 643"
201,218,111,0.11471935162413478,190,224,220,241,traffic light,F,4000.4665248156707,"609, 372","434, 549","260, 720","671, 378","800, 502","903, 643"
202,219,111,0.11471935162413478,189,353,218,367,traffic light,F,4000.4665248156707,"609, 372","434, 549","260, 720","671, 378","800, 502","903, 643"
203,220,111,0.11471935162413478,195,88,220,107,traffic light,F,4000.4665248156707,"609, 372","434, 549","260, 720","671, 378","800, 502","903, 643"
204,221,111,0.11471935162413478,279,562,292,569,traffic light,F,4000.4665248156707,"609, 372","434, 549","260, 720","671, 378","800, 502","903, 643"
205,222,112,-0.0957867208365467,336,627,392,702,car,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
206,223,112,-0.0957867208365467,184,205,214,223,traffic light,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
207,224,112,-0.0957867208365467,182,341,212,356,traffic light,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
208,225,112,-0.0957867208365467,280,611,293,618,traffic light,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
209,226,112,-0.0957867208365467,287,782,302,792,traffic light,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
210,227,112,-0.0957867208365467,184,60,215,82,traffic light,F,2795.174876587837,"609, 372","429, 549","242, 720","653, 378","768, 496","980, 596"
211,239,115,-0.06441223005703162,335,627,394,707,car,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
212,240,115,-0.06441223005703162,170,163,202,184,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
213,241,115,-0.06441223005703162,277,611,291,618,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
214,242,115,-0.06441223005703162,167,313,201,330,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
215,243,115,-0.06441223005703162,256,244,271,252,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
216,244,115,-0.06441223005703162,172,4,204,29,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
217,245,115,-0.06441223005703162,275,558,289,565,traffic light,F,7723.2399389437305,"606, 378","429, 549","242, 720","658, 378","826, 520","994, 661"
218,246,116,0.014245567091252428,334,628,395,709,car,F,3833.981363178814,"606, 378","429, 549","242, 720","659, 384","826, 520","994, 661"
219,247,116,0.014245567091252428,163,146,197,168,traffic light,F,3833.981363178814,"606, 378","429, 549","242, 720","659, 384","826, 520","994, 661"
220,248,116,0.014245567091252428,159,301,194,320,traffic light,F,3833.981363178814,"606, 378","429, 549","242, 720","659, 384","826, 520","994, 661"
221,249,116,0.014245567091252428,277,611,290,618,traffic light,F,3833.981363178814,"606, 378","429, 549","242, 720","659, 384","826, 520","994, 661"
222,250,116,0.014245567091252428,274,557,287,564,traffic light,F,3833.981363178814,"606, 378","429, 549","242, 720","659, 384","826, 520","994, 661"
223,251,117,-0.04275724861300665,334,628,397,711,car,F,5150.470914918857,"599, 384","422, 555","242, 720","659, 384","827, 520","993, 661"
224,252,117,-0.04275724861300665,158,131,191,154,traffic light,F,5150.470914918857,"599, 384","422, 555","242, 720","659, 384","827, 520","993, 661"
225,253,117,-0.04275724861300665,154,291,189,310,traffic light,F,5150.470914918857,"599, 384","422, 555","242, 720","659, 384","827, 520","993, 661"
226,254,117,-0.04275724861300665,273,557,286,564,traffic light,F,5150.470914918857,"599, 384","422, 555","242, 720","659, 384","827, 520","993, 661"
227,255,117,-0.04275724861300665,277,612,289,619,traffic light,F,5150.470914918857,"599, 384","422, 555","242, 720","659, 384","827, 520","993, 661"
228,262,119,,333,626,399,712,car,,,"596, 384","420, 555","241, 720",,,
229,263,119,,137,90,176,115,traffic light,,,"596, 384","420, 555","241, 720",,,
230,264,119,,136,264,175,285,traffic light,,,"596, 384","420, 555","241, 720",,,
231,265,119,,273,611,287,618,traffic light,,,"596, 384","420, 555","241, 720",,,
232,266,119,,270,553,283,562,traffic light,,,"596, 384","420, 555","241, 720",,,
233,267,119,,245,215,262,223,traffic light,,,"596, 384","420, 555","241, 720",,,
234,268,119,,138,219,166,246,traffic light,,,"596, 384","420, 555","241, 720",,,
235,269,120,-0.03879253372902783,333,625,400,713,car,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
236,270,120,-0.03879253372902783,244,204,261,214,traffic light,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
237,271,120,-0.03879253372902783,124,241,166,263,traffic light,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
238,272,120,-0.03879253372902783,128,57,165,84,traffic light,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
239,273,120,-0.03879253372902783,272,609,286,616,traffic light,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
240,274,120,-0.03879253372902783,126,195,156,223,traffic light,F,6727.383760381522,"595, 384","419, 555","241, 720","665, 384","800, 502","993, 649"
241,275,121,0.03668778431992095,332,625,401,715,car,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
242,276,121,0.03668778431992095,118,35,161,63,traffic light,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
243,277,121,0.03668778431992095,117,227,160,250,traffic light,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
244,278,121,0.03668778431992095,243,196,262,205,traffic light,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
245,279,121,0.03668778431992095,268,551,283,557,traffic light,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
246,280,121,0.03668778431992095,274,815,290,826,traffic light,F,1770.7060471546392,"595, 384","420, 555","241, 720","665, 384","807, 502","993, 649"
247,281,122,-0.032112058930979605,332,626,404,719,car,F,2964.318309740499,"595, 384","422, 555","241, 720","660, 384","832, 520","994, 661"
248,282,122,-0.032112058930979605,107,208,152,232,traffic light,F,2964.318309740499,"595, 384","422, 555","241, 720","660, 384","832, 520","994, 661"
249,283,122,-0.032112058930979605,111,6,153,36,traffic light,F,2964.318309740499,"595, 384","422, 555","241, 720","660, 384","832, 520","994, 661"
250,284,122,-0.032112058930979605,267,550,282,557,traffic light,F,2964.318309740499,"595, 384","422, 555","241, 720","660, 384","832, 520","994, 661"
251,285,123,,332,626,405,721,car,,,"595, 384","426, 555","260, 720",,,
252,286,123,,239,181,259,191,traffic light,,,"595, 384","426, 555","260, 720",,,
253,287,123,,99,193,145,218,traffic light,,,"595, 384","426, 555","260, 720",,,
254,288,123,,104,0,146,14,traffic light,,,"595, 384","426, 555","260, 720",,,
255,289,123,,231,771,251,780,traffic light,,,"595, 384","426, 555","260, 720",,,
256,290,123,,266,549,281,557,traffic light,,,"595, 384","426, 555","260, 720",,,
257,291,123,,270,609,284,616,traffic light,,,"595, 384","426, 555","260, 720",,,
258,292,124,,332,626,407,725,car,,,"596, 384","423, 555","260, 720",,,
259,293,124,,238,171,258,181,traffic light,,,"596, 384","423, 555","260, 720",,,
260,294,124,,82,165,133,194,traffic light,,,"596, 384","423, 555","260, 720",,,
261,295,124,,265,549,280,557,traffic light,,,"596, 384","423, 555","260, 720",,,
262,296,124,,268,609,282,616,traffic light,,,"596, 384","423, 555","260, 720",,,
263,310,127,-0.040520120798395086,331,625,410,731,car,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
264,311,127,-0.040520120798395086,40,97,99,131,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
265,312,127,-0.040520120798395086,229,146,250,158,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
266,313,127,-0.040520120798395086,221,785,243,794,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
267,314,127,-0.040520120798395086,261,547,277,554,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
268,315,127,-0.040520120798395086,265,609,280,616,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
269,316,127,-0.040520120798395086,262,847,288,861,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
270,317,127,-0.040520120798395086,264,835,287,845,traffic light,R,5270.660028806525,"600, 384","422, 555","241, 720","691, 384","827, 520","994, 661"
271,325,129,0.12710979902331523,329,620,413,732,car,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
272,326,129,0.12710979902331523,15,29,64,68,traffic light,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
273,327,129,0.12710979902331523,259,539,274,548,traffic light,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
274,328,129,0.12710979902331523,258,854,285,869,traffic light,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
275,329,129,0.12710979902331523,260,842,286,854,traffic light,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
276,330,129,0.12710979902331523,218,789,240,798,traffic light,R,2938.141167084251,"588, 390","408, 555","234, 720","697, 390","807, 502","999, 608"
277,337,131,0.10220581432402508,328,613,418,731,car,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
278,338,131,0.10220581432402508,254,533,270,540,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
279,339,131,0.10220581432402508,208,85,232,100,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
280,340,131,0.10220581432402508,212,790,235,799,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
281,341,131,0.10220581432402508,256,850,284,862,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
282,342,131,0.10220581432402508,259,600,274,609,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
283,343,131,0.10220581432402508,254,867,282,880,traffic light,F,3551.50075276023,"575, 396","390, 561","209, 720","691, 396","794, 502","993, 608"
284,344,132,0.07925089479374042,328,610,420,734,car,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
285,345,132,0.07925089479374042,252,530,269,538,traffic light,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
286,346,132,0.07925089479374042,205,68,230,83,traffic light,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
287,347,132,0.07925089479374042,257,597,273,605,traffic light,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
288,348,132,0.07925089479374042,209,792,232,802,traffic light,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
289,349,132,0.07925089479374042,250,870,282,886,traffic light,F,3709.471301756377,"564, 402","389, 561","208, 720","691, 396","794, 502","993, 608"
290,350,133,0.24467383667670428,328,609,423,736,car,F,1325.4645730896327,"568, 402","389, 561","208, 720","781, 396","954, 449","993, 608"
291,351,133,0.24467383667670428,207,794,231,804,traffic light,F,1325.4645730896327,"568, 402","389, 561","208, 720","781, 396","954, 449","993, 608"
292,352,133,0.24467383667670428,256,596,272,604,traffic light,F,1325.4645730896327,"568, 402","389, 561","208, 720","781, 396","954, 449","993, 608"
293,353,133,0.24467383667670428,247,877,279,892,traffic light,F,1325.4645730896327,"568, 402","389, 561","208, 720","781, 396","954, 449","993, 608"
294,354,133,0.24467383667670428,251,861,279,874,traffic light,F,1325.4645730896327,"568, 402","389, 561","208, 720","781, 396","954, 449","993, 608"
295,355,134,,327,607,425,738,car,,,"563, 408","377, 567","203, 720",,,
296,356,134,,202,40,229,55,traffic light,,,"563, 408","377, 567","203, 720",,,
297,357,134,,255,595,272,604,traffic light,,,"563, 408","377, 567","203, 720",,,
298,358,134,,246,868,276,880,traffic light,,,"563, 408","377, 567","203, 720",,,
299,359,134,,250,525,267,534,traffic light,,,"563, 408","377, 567","203, 720",,,
300,360,134,,203,798,227,808,traffic light,,,"563, 408","377, 567","203, 720",,,
301,361,134,,242,884,275,901,traffic light,,,"563, 408","377, 567","203, 720",,,
302,362,135,,326,606,426,741,car,,,"563, 408","376, 567","202, 720",,,
303,363,135,,198,800,224,811,traffic light,,,"563, 408","376, 567","202, 720",,,
304,364,135,,199,28,226,45,traffic light,,,"563, 408","376, 567","202, 720",,,
305,365,135,,249,523,266,532,traffic light,,,"563, 408","376, 567","202, 720",,,
306,366,135,,253,595,270,603,traffic light,,,"563, 408","376, 567","202, 720",,,
307,367,135,,253,664,271,676,traffic light,,,"563, 408","376, 567","202, 720",,,
308,368,135,,243,874,273,888,traffic light,,,"563, 408","376, 567","202, 720",,,
309,369,135,,239,893,272,910,traffic light,,,"563, 408","376, 567","202, 720",,,
310,370,136,-0.5272700603381979,324,605,428,744,car,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
311,371,136,-0.5272700603381979,193,11,221,29,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
312,372,136,-0.5272700603381979,251,595,268,602,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
313,373,136,-0.5272700603381979,195,805,220,816,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
314,374,136,-0.5272700603381979,247,521,265,530,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
315,375,136,-0.5272700603381979,239,883,270,898,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
316,376,136,-0.5272700603381979,234,903,270,920,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
317,377,136,-0.5272700603381979,252,663,271,679,traffic light,F,1483.1174582909234,"569, 408","370, 567","183, 720","806, 402","794, 502","994, 608"
318,378,137,,323,603,430,746,car,,,"569, 408","376, 567","208, 720",,,
319,379,137,,190,809,217,820,traffic light,,,"569, 408","376, 567","208, 720",,,
320,380,137,,249,593,267,602,traffic light,,,"569, 408","376, 567","208, 720",,,
321,381,137,,189,0,217,14,traffic light,,,"569, 408","376, 567","208, 720",,,
322,382,137,,231,911,267,928,traffic light,,,"569, 408","376, 567","208, 720",,,
323,383,137,,235,890,268,906,traffic light,,,"569, 408","376, 567","208, 720",,,
324,384,137,,244,519,262,527,traffic light,,,"569, 408","376, 567","208, 720",,,
325,385,138,,322,600,434,751,car,,,"575, 420","376, 572","240, 720",,,
326,386,138,,184,814,213,825,traffic light,,,"575, 420","376, 572","240, 720",,,
327,387,138,,242,516,260,525,traffic light,,,"575, 420","376, 572","240, 720",,,
328,388,138,,230,903,264,919,traffic light,,,"575, 420","376, 572","240, 720",,,
329,389,138,,224,923,263,943,traffic light,,,"575, 420","376, 572","240, 720",,,
330,390,138,,247,592,265,601,traffic light,,,"575, 420","376, 572","240, 720",,,
331,391,138,,250,663,269,680,traffic light,,,"575, 420","376, 572","240, 720",,,
332,392,139,,320,598,437,753,car,,,"555, 414","394, 567","240, 720",,,
333,393,139,,181,817,209,830,traffic light,,,"555, 414","394, 567","240, 720",,,
334,394,139,,241,513,260,523,traffic light,,,"555, 414","394, 567","240, 720",,,
335,395,139,,225,911,260,929,traffic light,,,"555, 414","394, 567","240, 720",,,
336,396,139,,246,590,264,599,traffic light,,,"555, 414","394, 567","240, 720",,,
337,397,139,,219,933,260,952,traffic light,,,"555, 414","394, 567","240, 720",,,
338,398,139,,297,752,314,764,traffic light,,,"555, 414","394, 567","240, 720",,,
339,399,139,,249,662,268,679,traffic light,,,"555, 414","394, 567","240, 720",,,
340,400,140,,319,597,440,759,car,,,"537, 425","382, 572","279, 720",,,
341,401,140,,175,822,204,835,traffic light,,,"537, 425","382, 572","279, 720",,,
342,402,140,,244,589,262,598,traffic light,,,"537, 425","382, 572","279, 720",,,
343,403,140,,218,922,255,940,traffic light,,,"537, 425","382, 572","279, 720",,,
344,404,140,,212,945,255,967,traffic light,,,"537, 425","382, 572","279, 720",,,
345,405,140,,239,511,259,520,traffic light,,,"537, 425","382, 572","279, 720",,,
346,406,140,,295,754,314,765,traffic light,,,"537, 425","382, 572","279, 720",,,
347,407,141,,318,595,444,764,car,,,,,,,,
348,408,141,,243,589,261,598,traffic light,,,,,,,,
349,409,141,,206,957,251,979,traffic light,,,,,,,,
350,410,141,,213,933,252,952,traffic light,,,,,,,,
351,411,141,,295,755,314,768,traffic light,,,,,,,,
352,412,142,,241,589,260,598,traffic light,,,"536, 431","382, 578","240, 720",,,
353,413,142,,314,595,449,770,car,,,"536, 431","382, 578","240, 720",,,
354,414,142,,165,833,196,846,traffic light,,,"536, 431","382, 578","240, 720",,,
355,415,142,,206,946,247,966,traffic light,,,"536, 431","382, 578","240, 720",,,
356,416,142,,198,974,245,996,traffic light,,,"536, 431","382, 578","240, 720",,,
357,417,143,0.07258176448412795,315,594,452,775,car,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
358,418,143,0.07258176448412795,239,588,259,598,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
359,419,143,0.07258176448412795,159,839,191,852,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
360,420,143,0.07258176448412795,192,986,242,1012,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
361,421,143,0.07258176448412795,200,959,242,980,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
362,422,143,0.07258176448412795,346,555,356,576,car,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
363,423,143,0.07258176448412795,285,66,307,80,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
364,424,143,0.07258176448412795,243,671,263,680,traffic light,F,757.2494409587817,"538, 425","375, 572","202, 720","717, 420","832, 520","999, 614"
365,425,144,,237,588,257,598,traffic light,,,"486, 467","336, 596","183, 720",,,
366,426,144,,312,593,457,784,car,,,"486, 467","336, 596","183, 720",,,
367,427,144,,153,846,186,860,traffic light,,,"486, 467","336, 596","183, 720",,,
368,428,144,,183,1006,236,1034,traffic light,,,"486, 467","336, 596","183, 720",,,
369,429,144,,191,976,236,1000,traffic light,,,"486, 467","336, 596","183, 720",,,
370,430,144,,241,673,260,682,traffic light,,,"486, 467","336, 596","183, 720",,,
371,431,144,,292,764,312,778,traffic light,,,"486, 467","336, 596","183, 720",,,
372,432,145,0.11394863924096646,313,591,461,790,car,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
373,433,145,0.11394863924096646,235,588,255,598,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
374,434,145,0.11394863924096646,147,852,183,867,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
375,435,145,0.11394863924096646,185,992,232,1017,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
376,436,145,0.11394863924096646,174,1023,229,1052,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
377,437,145,0.11394863924096646,239,673,259,684,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
378,438,145,0.11394863924096646,292,767,310,781,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
379,439,145,0.11394863924096646,285,46,306,60,traffic light,F,2449.782220837659,"492, 461","337, 590","182, 720","749, 449","838, 525","999, 614"
380,440,146,0.05978000856754028,310,590,467,799,car,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
381,441,146,0.05978000856754028,163,1048,223,1079,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
382,442,146,0.05978000856754028,233,588,253,598,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
383,443,146,0.05978000856754028,229,502,250,512,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
384,444,146,0.05978000856754028,140,860,177,875,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
385,445,146,0.05978000856754028,174,1013,224,1041,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
386,446,146,0.05978000856754028,237,676,257,686,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
387,447,146,0.05978000856754028,290,769,309,785,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
388,448,146,0.05978000856754028,345,555,355,579,car,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
389,449,146,0.05978000856754028,284,35,306,47,traffic light,F,1875.1994190053022,"536, 425","358, 572","182, 720","717, 420","807, 502","999, 614"
390,450,147,0.049156073535725785,310,589,473,807,car,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
391,451,147,0.049156073535725785,133,867,171,884,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
392,452,147,0.049156073535725785,154,1067,217,1100,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
393,453,147,0.049156073535725785,232,588,253,598,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
394,454,147,0.049156073535725785,227,501,249,510,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
395,455,147,0.049156073535725785,166,1030,218,1058,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
396,456,147,0.049156073535725785,235,677,255,687,traffic light,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
397,457,147,0.049156073535725785,343,556,355,579,car,R,804.5353686725127,"538, 420","358, 572","182, 720","858, 420","794, 502","993, 608"
398,458,148,0.0036534983562319825,308,587,478,818,car,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
399,459,148,0.0036534983562319825,125,877,164,894,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
400,460,148,0.0036534983562319825,140,1095,208,1133,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
401,461,148,0.0036534983562319825,224,498,246,508,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
402,462,148,0.0036534983562319825,155,1056,210,1086,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
403,463,148,0.0036534983562319825,231,679,253,689,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
404,464,148,0.0036534983562319825,224,1057,251,1087,traffic light,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
405,465,148,0.0036534983562319825,344,557,355,579,car,R,1315.2502830535916,"548, 420","362, 572","182, 720","768, 420","909, 508","956, 596"
406,466,149,0.0997452070047001,307,585,488,829,car,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
407,467,149,0.0997452070047001,129,1122,200,1161,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
408,468,149,0.0997452070047001,118,885,159,902,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
409,469,149,0.0997452070047001,144,1078,202,1110,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
410,470,149,0.0997452070047001,222,497,245,508,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
411,471,149,0.0997452070047001,231,681,252,690,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
412,472,149,0.0997452070047001,217,1078,248,1113,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
413,473,149,0.0997452070047001,227,588,250,598,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
414,474,149,0.0997452070047001,287,780,309,795,traffic light,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
415,475,149,0.0997452070047001,344,557,355,580,car,F,615.989112279591,"535, 431","351, 578","170, 720","768, 420","878, 490","987, 561"
416,476,150,0.11327677951422617,304,582,498,846,car,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
417,477,150,0.11327677951422617,107,898,151,917,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
418,478,150,0.11327677951422617,126,1119,189,1154,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
419,479,150,0.11327677951422617,107,1170,185,1214,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
420,480,150,0.11327677951422617,225,589,247,599,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
421,481,150,0.11327677951422617,219,494,242,505,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
422,482,150,0.11327677951422617,227,682,250,694,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
423,483,150,0.11327677951422617,286,786,307,801,traffic light,R,219.79822285473864,"485, 467","332, 596","189, 720","819, 455","846, 537","987, 614"
424,484,151,0.19275745080977527,303,580,504,854,car,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
425,485,151,0.19275745080977527,226,683,249,695,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
426,486,151,0.19275745080977527,218,493,242,503,traffic light,R,263.18359017733536,"472, 484","342, 602","202, 720","865, 478","871, 549","999, 620"
